objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
1823,Ontario,Erie Shores,99,ERS29,29/66,1500,77,80,GE,GE 1.5SLE,2006,42.63731087,-80.7550978,NA
1824,Ontario,Erie Shores,99,ERS30,30/66,1500,77,80,GE,GE 1.5SLE,2006,42.64429655,-80.74021495,NA
1825,Ontario,Erie Shores,99,ERS31,31/66,1500,77,80,GE,GE 1.5SLE,2006,42.64419582,-80.73386728,NA
1826,Ontario,Erie Shores,99,ERS32,32/66,1500,77,80,GE,GE 1.5SLE,2006,42.63956708,-80.74651541,NA
1827,Ontario,Erie Shores,99,ERS33,33/66,1500,77,80,GE,GE 1.5SLE,2006,42.63711484,-80.74388411,NA
1828,Ontario,Erie Shores,99,ERS34,34/66,1500,77,80,GE,GE 1.5SLE,2006,42.63373075,-80.74378618,NA
1829,Ontario,Erie Shores,99,ERS35,35/66,1500,77,80,GE,GE 1.5SLE,2006,42.63119783,-80.7295781,NA
1830,Ontario,Erie Shores,99,ERS36,36/66,1500,77,80,GE,GE 1.5SLE,2006,42.62910149,-80.72712067,NA
1831,Ontario,Erie Shores,99,ERS37,37/66,1500,77,80,GE,GE 1.5SLE,2006,42.62543545,-80.72616615,NA
1832,Ontario,Erie Shores,99,ERS38,38/66,1500,77,80,GE,GE 1.5SLE,2006,42.63536438,-80.71559607,NA
1833,Ontario,Erie Shores,99,ERS39,39/66,1500,77,80,GE,GE 1.5SLE,2006,42.63010089,-80.71866238,NA
1834,Ontario,Erie Shores,99,ERS40,40/66,1500,77,80,GE,GE 1.5SLE,2006,42.6272134,-80.71706601,NA
1835,Ontario,Erie Shores,99,ERS41,41/66,1500,77,80,GE,GE 1.5SLE,2006,42.62426102,-80.71451703,NA
1836,Ontario,Erie Shores,99,ERS42,42/66,1500,77,80,GE,GE 1.5SLE,2006,42.62408961,-80.69994558,NA
1837,Ontario,Erie Shores,99,ERS43,43/66,1500,77,80,GE,GE 1.5SLE,2006,42.62096848,-80.70022789,NA
1838,Ontario,Erie Shores,99,ERS44,44/66,1500,77,80,GE,GE 1.5SLE,2006,42.61988476,-80.69574093,NA
1839,Ontario,Erie Shores,99,ERS45,45/66,1500,77,80,GE,GE 1.5SLE,2006,42.61306963,-80.69866281,NA
1840,Ontario,Erie Shores,99,ERS46,46/66,1500,77,80,GE,GE 1.5SLE,2006,42.61403999,-80.68670475,NA
1841,Ontario,Erie Shores,99,ERS47,47/66,1500,77,80,GE,GE 1.5SLE,2006,42.61594235,-80.68014777,NA
1842,Ontario,Erie Shores,99,ERS48,48/66,1500,77,80,GE,GE 1.5SLE,2006,42.61255031,-80.68036178,NA
1843,Ontario,Erie Shores,99,ERS49,49/66,1500,77,80,GE,GE 1.5SLE,2006,42.61520662,-80.67327116,NA
1844,Ontario,Erie Shores,99,ERS50,50/66,1500,77,80,GE,GE 1.5SLE,2006,42.61100349,-80.67602612,NA
1845,Ontario,Erie Shores,99,ERS51,51/66,1500,77,80,GE,GE 1.5SLE,2006,42.61025345,-80.67235624,NA
1846,Ontario,Erie Shores,99,ERS52,52/66,1500,77,80,GE,GE 1.5SLE,2006,42.61267399,-80.66635474,NA
1847,Ontario,Erie Shores,99,ERS53,53/66,1500,77,80,GE,GE 1.5SLE,2006,42.60841278,-80.6683896,NA
1848,Ontario,Erie Shores,99,ERS54,54/66,1500,77,80,GE,GE 1.5SLE,2006,42.60676737,-80.66460998,NA
1849,Ontario,Erie Shores,99,ERS55,55/66,1500,77,80,GE,GE 1.5SLE,2006,42.60017159,-80.66884332,NA
1850,Ontario,Erie Shores,99,ERS56,56/66,1500,77,80,GE,GE 1.5SLE,2006,42.60661988,-80.65993475,NA
1851,Ontario,Erie Shores,99,ERS57,57/66,1500,77,80,GE,GE 1.5SLE,2006,42.60444831,-80.64819677,NA
1852,Ontario,Erie Shores,99,ERS58,58/66,1500,77,80,GE,GE 1.5SLE,2006,42.60845864,-80.64053586,NA
1853,Ontario,Erie Shores,99,ERS59,59/66,1500,77,80,GE,GE 1.5SLE,2006,42.60766905,-80.63827164,NA
1854,Ontario,Erie Shores,99,ERS60,60/66,1500,77,80,GE,GE 1.5SLE,2006,42.60228997,-80.63751421,NA
1855,Ontario,Erie Shores,99,ERS61,61/66,1500,77,80,GE,GE 1.5SLE,2006,42.59815864,-80.63765557,NA
1856,Ontario,Erie Shores,99,ERS62,62/66,1500,77,80,GE,GE 1.5SLE,2006,42.59948625,-80.62863534,NA
1857,Ontario,Erie Shores,99,ERS63,63/66,1500,77,80,GE,GE 1.5SLE,2006,42.59375088,-80.62554715,NA
1858,Ontario,Erie Shores,99,ERS64,64/66,1500,77,80,GE,GE 1.5SLE,2006,42.58767559,-80.63799805,NA
1859,Ontario,Erie Shores,99,ERS65,65/66,1500,77,80,GE,GE 1.5SLE,2006,42.58630464,-80.63318221,NA
1860,Ontario,Erie Shores,99,ERS66,66/66,1500,77,80,GE,GE 1.5SLE,2006,42.58427367,-80.62602687,NA
1861,Ontario,Kingsbridge I Wind Power,39.6,KIN1,22-Jan,1800,80,78,Vestas,V80/1800,2006,43.7882912,-81.64157746,NA
1862,Ontario,Kingsbridge I Wind Power,39.6,KIN2,22-Feb,1800,90,80,Vestas,V90/1800,2006,43.7833022,-81.66331076,NA
1863,Ontario,Kingsbridge I Wind Power,39.6,KIN3,22-Mar,1800,80,78,Vestas,V80/1800,2006,43.7854955,-81.65668149,NA
1864,Ontario,Kingsbridge I Wind Power,39.6,KIN4,22-Apr,1800,80,78,Vestas,V80/1800,2006,43.78700616,-81.66022742,NA
1865,Ontario,Kingsbridge I Wind Power,39.6,KIN5,22-May,1800,80,78,Vestas,V80/1800,2006,43.79139637,-81.66000823,NA
1866,Ontario,Kingsbridge I Wind Power,39.6,KIN6,22-Jun,1800,80,78,Vestas,V80/1800,2006,43.80141789,-81.65682672,NA
1867,Ontario,Kingsbridge I Wind Power,39.6,KIN7,22-Jul,1800,80,78,Vestas,V80/1800,2006,43.80292179,-81.6621167,NA
1868,Ontario,Kingsbridge I Wind Power,39.6,KIN8,22-Aug,1800,80,78,Vestas,V80/1800,2006,43.80058233,-81.68014842,NA
1869,Ontario,Kingsbridge I Wind Power,39.6,KIN9,22-Sep,1800,80,78,Vestas,V80/1800,2006,43.79884199,-81.68372762,NA
1870,Ontario,Kingsbridge I Wind Power,39.6,KIN10,22-Oct,1800,80,78,Vestas,V80/1800,2006,43.80157702,-81.68542182,NA
1871,Ontario,Kingsbridge I Wind Power,39.6,KIN11,22-Nov,1800,80,78,Vestas,V80/1800,2006,43.85217618,-81.69446088,NA
1872,Ontario,Kingsbridge I Wind Power,39.6,KIN12,22-Dec,1800,80,78,Vestas,V80/1800,2006,43.85854963,-81.69193309,NA
1873,Ontario,Kingsbridge I Wind Power,39.6,KIN13,13/22,1800,80,78,Vestas,V80/1800,2006,43.87172283,-81.68328835,NA
1874,Ontario,Kingsbridge I Wind Power,39.6,KIN14,14/22,1800,80,78,Vestas,V80/1800,2006,43.8818021,-81.67770989,NA
1875,Ontario,Kingsbridge I Wind Power,39.6,KIN15,15/22,1800,80,78,Vestas,V80/1800,2006,43.89554216,-81.68776812,NA
1876,Ontario,Kingsbridge I Wind Power,39.6,KIN16,16/22,1800,80,78,Vestas,V80/1800,2006,43.90098068,-81.68377547,NA
1877,Ontario,Kingsbridge I Wind Power,39.6,KIN17,17/22,1800,80,78,Vestas,V80/1800,2006,43.89882486,-81.67791218,NA
1878,Ontario,Kingsbridge I Wind Power,39.6,KIN18,18/22,1800,80,78,Vestas,V80/1800,2006,43.9039108,-81.67714768,NA
1879,Ontario,Kingsbridge I Wind Power,39.6,KIN19,19/22,1800,80,78,Vestas,V80/1800,2006,43.90592557,-81.67260545,NA
1880,Ontario,Kingsbridge I Wind Power,39.6,KIN20,20/22,1800,80,78,Vestas,V80/1800,2006,43.91709757,-81.66679295,NA
1881,Ontario,Kingsbridge I Wind Power,39.6,KIN21,21/22,1800,80,78,Vestas,V80/1800,2006,43.92091928,-81.66367463,NA
1882,Ontario,Kingsbridge I Wind Power,39.6,KIN22,22/22,1800,80,78,Vestas,V80/1800,2006,43.92205674,-81.65441788,NA
1883,Ontario,Prince Wind Energy Project,189,PWE1,1/126,1500,77,80,GE,GE 1.5SLE,2006,46.55395635,-84.57894665,NA
1884,Ontario,Prince Wind Energy Project,189,PWE2,2/126,1500,77,80,GE,GE 1.5SLE,2006,46.55522831,-84.57546847,NA
1885,Ontario,Prince Wind Energy Project,189,PWE3,3/126,1500,77,80,GE,GE 1.5SLE,2006,46.55673539,-84.58363252,NA
1886,Ontario,Prince Wind Energy Project,189,PWE4,4/126,1500,77,80,GE,GE 1.5SLE,2006,46.55756776,-84.57702111,NA
1887,Ontario,Prince Wind Energy Project,189,PWE5,5/126,1500,77,80,GE,GE 1.5SLE,2006,46.55914058,-84.58421003,NA
1888,Ontario,Prince Wind Energy Project,189,PWE6,6/126,1500,77,80,GE,GE 1.5SLE,2006,46.55992819,-84.57909006,NA
1889,Ontario,Prince Wind Energy Project,189,PWE7,7/126,1500,77,80,GE,GE 1.5SLE,2006,46.56166508,-84.58507078,NA
1890,Ontario,Prince Wind Energy Project,189,PWE8,8/126,1500,77,80,GE,GE 1.5SLE,2006,46.56210186,-84.5792477,NA
1891,Ontario,Prince Wind Energy Project,189,PWE9,9/126,1500,77,80,GE,GE 1.5SLE,2006,46.56398151,-84.58371241,NA
1892,Ontario,Prince Wind Energy Project,189,PWE10,10/126,1500,77,80,GE,GE 1.5SLE,2006,46.56402604,-84.57617928,NA
1893,Ontario,Prince Wind Energy Project,189,PWE11,11/126,1500,77,80,GE,GE 1.5SLE,2006,46.56620786,-84.58217373,NA
1894,Ontario,Prince Wind Energy Project,189,PWE12,12/126,1500,77,80,GE,GE 1.5SLE,2006,46.56584865,-84.5734299,NA
1895,Ontario,Prince Wind Energy Project,189,PWE13,13/126,1500,77,80,GE,GE 1.5SLE,2006,46.56813947,-84.57958588,NA
1896,Ontario,Prince Wind Energy Project,189,PWE14,14/126,1500,77,80,GE,GE 1.5SLE,2006,46.56805259,-84.57220907,NA
1897,Ontario,Prince Wind Energy Project,189,PWE15,15/126,1500,77,80,GE,GE 1.5SLE,2006,46.56961164,-84.57638218,NA
1898,Ontario,Prince Wind Energy Project,189,PWE16,16/126,1500,77,80,GE,GE 1.5SLE,2006,46.57356952,-84.57384666,NA
1899,Ontario,Prince Wind Energy Project,189,PWE17,17/126,1500,77,80,GE,GE 1.5SLE,2006,46.57673217,-84.57381035,NA
1900,Ontario,Prince Wind Energy Project,189,PWE18,18/126,1500,77,80,GE,GE 1.5SLE,2006,46.57878215,-84.57854483,NA
1901,Ontario,Prince Wind Energy Project,189,PWE19,19/126,1500,77,80,GE,GE 1.5SLE,2006,46.5798551,-84.57548139,NA
1902,Ontario,Prince Wind Energy Project,189,PWE20,20/126,1500,77,80,GE,GE 1.5SLE,2006,46.57973487,-84.57133863,NA
1903,Ontario,Prince Wind Energy Project,189,PWE21,21/126,1500,77,80,GE,GE 1.5SLE,2006,46.57380798,-84.5673227,NA
1904,Ontario,Prince Wind Energy Project,189,PWE22,22/126,1500,77,80,GE,GE 1.5SLE,2006,46.57509186,-84.56503353,NA
1905,Ontario,Prince Wind Energy Project,189,PWE23,23/126,1500,77,80,GE,GE 1.5SLE,2006,46.57693386,-84.56218085,NA
1906,Ontario,Prince Wind Energy Project,189,PWE24,24/126,1500,77,80,GE,GE 1.5SLE,2006,46.5772239,-84.56676395,NA
1907,Ontario,Prince Wind Energy Project,189,PWE25,25/126,1500,77,80,GE,GE 1.5SLE,2006,46.58074637,-84.56795626,NA
1908,Ontario,Prince Wind Energy Project,189,PWE26,26/126,1500,77,80,GE,GE 1.5SLE,2006,46.5798304,-84.56371071,NA
1909,Ontario,Prince Wind Energy Project,189,PWE27,27/126,1500,77,80,GE,GE 1.5SLE,2006,46.58221354,-84.56035946,NA
1910,Ontario,Prince Wind Energy Project,189,PWE28,28/126,1500,77,80,GE,GE 1.5SLE,2006,46.5831937,-84.55760137,NA
1911,Ontario,Prince Wind Energy Project,189,PWE29,29/126,1500,77,80,GE,GE 1.5SLE,2006,46.58432896,-84.55270734,NA
1912,Ontario,Prince Wind Energy Project,189,PWE30,30/126,1500,77,80,GE,GE 1.5SLE,2006,46.58364079,-84.54752386,NA
1913,Ontario,Prince Wind Energy Project,189,PWE31,31/126,1500,77,80,GE,GE 1.5SLE,2006,46.58421557,-84.54410977,NA
1914,Ontario,Prince Wind Energy Project,189,PWE32,32/126,1500,77,80,GE,GE 1.5SLE,2006,46.58175826,-84.54368999,NA
1915,Ontario,Prince Wind Energy Project,189,PWE33,33/126,1500,77,80,GE,GE 1.5SLE,2006,46.58137077,-84.54004866,NA
1916,Ontario,Prince Wind Energy Project,189,PWE34,34/126,1500,77,80,GE,GE 1.5SLE,2006,46.57898614,-84.54304026,NA
1917,Ontario,Prince Wind Energy Project,189,PWE35,35/126,1500,77,80,GE,GE 1.5SLE,2006,46.57647857,-84.54514836,NA
1918,Ontario,Prince Wind Energy Project,189,PWE36,36/126,1500,77,80,GE,GE 1.5SLE,2006,46.58383243,-84.53842944,NA
1919,Ontario,Prince Wind Energy Project,189,PWE37,37/126,1500,77,80,GE,GE 1.5SLE,2006,46.58029046,-84.53218442,NA
1920,Ontario,Prince Wind Energy Project,189,PWE38,38/126,1500,77,80,GE,GE 1.5SLE,2006,46.57882268,-84.52826357,NA
1921,Ontario,Prince Wind Energy Project,189,PWE39,39/126,1500,77,80,GE,GE 1.5SLE,2006,46.58415462,-84.53487822,NA
1922,Ontario,Prince Wind Energy Project,189,PWE40,40/126,1500,77,80,GE,GE 1.5SLE,2006,46.58467812,-84.53161477,NA
1923,Ontario,Prince Wind Energy Project,189,PWE41,41/126,1500,77,80,GE,GE 1.5SLE,2006,46.58725153,-84.53216372,NA
1924,Ontario,Prince Wind Energy Project,189,PWE42,42/126,1500,77,80,GE,GE 1.5SLE,2006,46.58864959,-84.52929235,NA
1925,Ontario,Prince Wind Energy Project,189,PWE43,43/126,1500,77,80,GE,GE 1.5SLE,2006,46.58441065,-84.52635101,NA
1926,Ontario,Prince Wind Energy Project,189,PWE44,44/126,1500,77,80,GE,GE 1.5SLE,2006,46.58431731,-84.52132683,NA
1927,Ontario,Prince Wind Energy Project,189,PWE45,45/126,1500,77,80,GE,GE 1.5SLE,2006,46.5843955,-84.51217533,NA
1928,Ontario,Prince Wind Energy Project,189,PWE46,46/126,1500,77,80,GE,GE 1.5SLE,2006,46.58703113,-84.51074257,NA
1929,Ontario,Prince Wind Energy Project,189,PWE47,47/126,1500,77,80,GE,GE 1.5SLE,2006,46.58441313,-84.50615545,NA
1930,Ontario,Prince Wind Energy Project,189,PWE48,48/126,1500,77,80,GE,GE 1.5SLE,2006,46.58193037,-84.50529942,NA
1931,Ontario,Prince Wind Energy Project,189,PWE49,49/126,1500,77,80,GE,GE 1.5SLE,2006,46.59155372,-84.51047035,NA
1932,Ontario,Prince Wind Energy Project,189,PWE50,50/126,1500,77,80,GE,GE 1.5SLE,2006,46.59345084,-84.50601856,NA
1933,Ontario,Prince Wind Energy Project,189,PWE51,51/126,1500,77,80,GE,GE 1.5SLE,2006,46.59611471,-84.50987033,NA
1934,Ontario,Prince Wind Energy Project,189,PWE52,52/126,1500,77,80,GE,GE 1.5SLE,2006,46.59675402,-84.50295837,NA
1935,Ontario,Prince Wind Energy Project,189,PWE53,53/126,1500,77,80,GE,GE 1.5SLE,2006,46.59889014,-84.50087559,NA
1936,Ontario,Prince Wind Energy Project,189,PWE54,54/126,1500,77,80,GE,GE 1.5SLE,2006,46.60146874,-84.5028301,NA
1937,Ontario,Prince Wind Energy Project,189,PWE55,55/126,1500,77,80,GE,GE 1.5SLE,2006,46.60336911,-84.50684533,NA
1938,Ontario,Prince Wind Energy Project,189,PWE56,56/126,1500,77,80,GE,GE 1.5SLE,2006,46.60475527,-84.51092275,NA
1939,Ontario,Prince Wind Energy Project,189,PWE57,57/126,1500,77,80,GE,GE 1.5SLE,2006,46.60716738,-84.50789154,NA
1940,Ontario,Prince Wind Energy Project,189,PWE58,58/126,1500,77,80,GE,GE 1.5SLE,2006,46.60327399,-84.49982406,NA
1941,Ontario,Prince Wind Energy Project,189,PWE59,59/126,1500,77,80,GE,GE 1.5SLE,2006,46.60135586,-84.49421412,NA
1942,Ontario,Prince Wind Energy Project,189,PWE60,60/126,1500,77,80,GE,GE 1.5SLE,2006,46.60538004,-84.49816202,NA
1943,Ontario,Prince Wind Energy Project,189,PWE61,61/126,1500,77,80,GE,GE 1.5SLE,2006,46.60565067,-84.49235767,NA
1944,Ontario,Prince Wind Energy Project,189,PWE62,62/126,1500,77,80,GE,GE 1.5SLE,2006,46.60451149,-84.48787793,NA
1945,Ontario,Prince Wind Energy Project,189,PWE63,63/126,1500,77,80,GE,GE 1.5SLE,2006,46.60797248,-84.48685465,NA
1946,Ontario,Prince Wind Energy Project,189,PWE64,64/126,1500,77,80,GE,GE 1.5SLE,2006,46.61132364,-84.49023442,NA
1947,Ontario,Prince Wind Energy Project,189,PWE65,65/126,1500,77,80,GE,GE 1.5SLE,2006,46.61165422,-84.48322012,NA
1948,Ontario,Prince Wind Energy Project,189,PWE66,66/126,1500,77,80,GE,GE 1.5SLE,2006,46.60851705,-84.4780828,NA
1949,Ontario,Prince Wind Energy Project,189,PWE67,67/126,1500,77,80,GE,GE 1.5SLE,2006,46.61365845,-84.47976681,NA
1950,Ontario,Prince Wind Energy Project,189,PWE68,68/126,1500,77,80,GE,GE 1.5SLE,2006,46.61597194,-84.47926941,NA
1951,Ontario,Prince Wind Energy Project,189,PWE69,69/126,1500,77,80,GE,GE 1.5SLE,2006,46.61757418,-84.47726618,NA
1952,Ontario,Prince Wind Energy Project,189,PWE70,70/126,1500,77,80,GE,GE 1.5SLE,2006,46.61978552,-84.47627488,NA
1953,Ontario,Prince Wind Energy Project,189,PWE71,71/126,1500,77,80,GE,GE 1.5SLE,2006,46.62251566,-84.47754063,NA
1954,Ontario,Prince Wind Energy Project,189,PWE72,72/126,1500,77,80,GE,GE 1.5SLE,2006,46.62494928,-84.47751099,NA
1955,Ontario,Prince Wind Energy Project,189,PWE73,73/126,1500,77,80,GE,GE 1.5SLE,2006,46.62687828,-84.47590619,NA
1956,Ontario,Prince Wind Energy Project,189,PWE74,74/126,1500,77,80,GE,GE 1.5SLE,2006,46.6279233,-84.473094,NA
1957,Ontario,Prince Wind Energy Project,189,PWE75,75/126,1500,77,80,GE,GE 1.5SLE,2006,46.62943525,-84.47034164,NA
1958,Ontario,Prince Wind Energy Project,189,PWE76,76/126,1500,77,80,GE,GE 1.5SLE,2006,46.63216699,-84.47020892,NA
1959,Ontario,Prince Wind Energy Project,189,PWE77,77/126,1500,77,80,GE,GE 1.5SLE,2006,46.63396581,-84.46836985,NA
1960,Ontario,Prince Wind Energy Project,189,PWE78,78/126,1500,77,80,GE,GE 1.5SLE,2006,46.63473758,-84.46273999,NA
1961,Ontario,Prince Wind Energy Project,189,PWE79,79/126,1500,77,80,GE,GE 1.5SLE,2006,46.63426643,-84.45821092,NA
1962,Ontario,Prince Wind Energy Project,189,PWE80,80/126,1500,77,80,GE,GE 1.5SLE,2006,46.63585298,-84.4561479,NA
1963,Ontario,Prince Wind Energy Project,189,PWE81,81/126,1500,77,80,GE,GE 1.5SLE,2006,46.62897397,-84.4603376,NA
1964,Ontario,Prince Wind Energy Project,189,PWE82,82/126,1500,77,80,GE,GE 1.5SLE,2006,46.63006712,-84.45742922,NA
1965,Ontario,Prince Wind Energy Project,189,PWE83,83/126,1500,77,80,GE,GE 1.5SLE,2006,46.6312188,-84.45459985,NA
1966,Ontario,Prince Wind Energy Project,189,PWE84,84/126,1500,77,80,GE,GE 1.5SLE,2006,46.63608647,-84.45226852,NA
1967,Ontario,Prince Wind Energy Project,189,PWE85,85/126,1500,77,80,GE,GE 1.5SLE,2006,46.63841683,-84.45011856,NA
1968,Ontario,Prince Wind Energy Project,189,PWE86,86/126,1500,77,80,GE,GE 1.5SLE,2006,46.640577,-84.44825639,NA
1969,Ontario,Prince Wind Energy Project,189,PWE87,87/126,1500,77,80,GE,GE 1.5SLE,2006,46.64258944,-84.44781233,NA
1970,Ontario,Prince Wind Energy Project,189,PWE88,88/126,1500,77,80,GE,GE 1.5SLE,2006,46.64339969,-84.44434647,NA
1971,Ontario,Prince Wind Energy Project,189,PWE89,89/126,1500,77,80,GE,GE 1.5SLE,2006,46.64456728,-84.44193438,NA
1972,Ontario,Prince Wind Energy Project,189,PWE90,90/126,1500,77,80,GE,GE 1.5SLE,2006,46.64395794,-84.43774514,NA
1973,Ontario,Prince Wind Energy Project,189,PWE91,91/126,1500,77,80,GE,GE 1.5SLE,2006,46.63216783,-84.44898089,NA
1974,Ontario,Prince Wind Energy Project,189,PWE92,92/126,1500,77,80,GE,GE 1.5SLE,2006,46.633443,-84.44640329,NA
1975,Ontario,Prince Wind Energy Project,189,PWE93,93/126,1500,77,80,GE,GE 1.5SLE,2006,46.63618545,-84.44610007,NA
1976,Ontario,Prince Wind Energy Project,189,PWE94,94/126,1500,77,80,GE,GE 1.5SLE,2006,46.63404243,-84.43995446,NA
1977,Ontario,Prince Wind Energy Project,189,PWE95,95/126,1500,77,80,GE,GE 1.5SLE,2006,46.63028802,-84.43894499,NA
1978,Ontario,Prince Wind Energy Project,189,PWE96,96/126,1500,77,80,GE,GE 1.5SLE,2006,46.63079041,-84.43492074,NA
1979,Ontario,Prince Wind Energy Project,189,PWE97,97/126,1500,77,80,GE,GE 1.5SLE,2006,46.63807049,-84.44259177,NA
1980,Ontario,Prince Wind Energy Project,189,PWE98,98/126,1500,77,80,GE,GE 1.5SLE,2006,46.63987299,-84.43982202,NA
1981,Ontario,Prince Wind Energy Project,189,PWE99,99/126,1500,77,80,GE,GE 1.5SLE,2006,46.63900199,-84.43639279,NA
1982,Ontario,Prince Wind Energy Project,189,PWE100,100/126,1500,77,80,GE,GE 1.5SLE,2006,46.6399124,-84.43388282,NA
1983,Ontario,Prince Wind Energy Project,189,PWE101,101/126,1500,77,80,GE,GE 1.5SLE,2006,46.64220185,-84.43036181,NA
1984,Ontario,Prince Wind Energy Project,189,PWE102,102/126,1500,77,80,GE,GE 1.5SLE,2006,46.64209482,-84.42678366,NA
1985,Ontario,Prince Wind Energy Project,189,PWE103,103/126,1500,77,80,GE,GE 1.5SLE,2006,46.63879726,-84.42708976,NA
1986,Ontario,Prince Wind Energy Project,189,PWE104,104/126,1500,77,80,GE,GE 1.5SLE,2006,46.63758536,-84.42465149,NA
1987,Ontario,Prince Wind Energy Project,189,PWE105,105/126,1500,77,80,GE,GE 1.5SLE,2006,46.63870857,-84.42148598,NA
1988,Ontario,Prince Wind Energy Project,189,PWE106,106/126,1500,77,80,GE,GE 1.5SLE,2006,46.6521205,-84.41073357,NA
1989,Ontario,Prince Wind Energy Project,189,PWE107,107/126,1500,77,80,GE,GE 1.5SLE,2006,46.6549488,-84.41487103,NA
1990,Ontario,Prince Wind Energy Project,189,PWE108,108/126,1500,77,80,GE,GE 1.5SLE,2006,46.65580021,-84.41152098,NA
1991,Ontario,Prince Wind Energy Project,189,PWE109,109/126,1500,77,80,GE,GE 1.5SLE,2006,46.65908763,-84.4075118,NA
1992,Ontario,Prince Wind Energy Project,189,PWE110,110/126,1500,77,80,GE,GE 1.5SLE,2006,46.66076578,-84.40525307,NA
1993,Ontario,Prince Wind Energy Project,189,PWE111,111/126,1500,77,80,GE,GE 1.5SLE,2006,46.66205617,-84.40244304,NA
1994,Ontario,Prince Wind Energy Project,189,PWE112,112/126,1500,77,80,GE,GE 1.5SLE,2006,46.66211864,-84.39792806,NA
1995,Ontario,Prince Wind Energy Project,189,PWE113,113/126,1500,77,80,GE,GE 1.5SLE,2006,46.66168555,-84.4107505,NA
1996,Ontario,Prince Wind Energy Project,189,PWE114,114/126,1500,77,80,GE,GE 1.5SLE,2006,46.66203104,-84.42289877,NA
1997,Ontario,Prince Wind Energy Project,189,PWE115,115/126,1500,77,80,GE,GE 1.5SLE,2006,46.66206514,-84.41984332,NA
1998,Ontario,Prince Wind Energy Project,189,PWE116,116/126,1500,77,80,GE,GE 1.5SLE,2006,46.66334719,-84.41662752,NA
1999,Ontario,Prince Wind Energy Project,189,PWE117,117/126,1500,77,80,GE,GE 1.5SLE,2006,46.66484049,-84.41455788,NA
2000,Ontario,Prince Wind Energy Project,189,PWE118,118/126,1500,77,80,GE,GE 1.5SLE,2006,46.66657386,-84.41140848,NA
2001,Ontario,Prince Wind Energy Project,189,PWE119,119/126,1500,77,80,GE,GE 1.5SLE,2006,46.66568519,-84.42289939,NA
2002,Ontario,Prince Wind Energy Project,189,PWE120,120/126,1500,77,80,GE,GE 1.5SLE,2006,46.66665227,-84.41912148,NA
2003,Ontario,Prince Wind Energy Project,189,PWE121,121/126,1500,77,80,GE,GE 1.5SLE,2006,46.66869581,-84.41720517,NA
2004,Ontario,Prince Wind Energy Project,189,PWE122,122/126,1500,77,80,GE,GE 1.5SLE,2006,46.66997917,-84.41454449,NA
2005,Ontario,Prince Wind Energy Project,189,PWE123,123/126,1500,77,80,GE,GE 1.5SLE,2006,46.66951536,-84.41121565,NA
2006,Ontario,Prince Wind Energy Project,189,PWE124,124/126,1500,77,80,GE,GE 1.5SLE,2006,46.67037624,-84.40743296,NA
2007,Ontario,Prince Wind Energy Project,189,PWE125,125/126,1500,77,80,GE,GE 1.5SLE,2006,46.66712737,-84.40597435,NA
2008,Ontario,Prince Wind Energy Project,189,PWE126,126/126,1500,77,80,GE,GE 1.5SLE,2006,46.66673597,-84.40197081,NA
2009,Ontario,Rosa Flora Greenhouses,0.65,RFG1,1-Jan,650,50,75,Pfleiderer,PWE 650,2006,42.95147659,-79.58685581,NA
2010,Ontario,Providence Bay,1.6,PRB1,2-Jan,800,48,76,Enercon,E-48/800,2007,45.72885502,-82.29498953,NA
2011,Ontario,Providence Bay,1.6,PRB2,2-Feb,800,48,76,Enercon,E-48/800,2007,45.72947548,-82.29142508,NA
2012,Ontario,Ripley,76,RIP1,Jan-38,2000,82,78,Enercon,E-82/2000,2007,44.03434614,-81.68343786,NA
2013,Ontario,Ripley,76,RIP2,Feb-38,2000,82,78,Enercon,E-82/2000,2007,44.04034196,-81.68208911,NA
2014,Ontario,Ripley,76,RIP3,Mar-38,2000,82,78,Enercon,E-82/2000,2007,44.03671194,-81.67831591,NA
2015,Ontario,Ripley,76,RIP4,Apr-38,2000,82,78,Enercon,E-82/2000,2007,44.0396193,-81.67280173,NA
2016,Ontario,Ripley,76,RIP5,May-38,2000,82,78,Enercon,E-82/2000,2007,44.0327016,-81.67368557,NA
2017,Ontario,Ripley,76,RIP6,Jun-38,2000,82,78,Enercon,E-82/2000,2007,44.02949535,-81.65777749,NA
2018,Ontario,Ripley,76,RIP7,Jul-38,2000,82,78,Enercon,E-82/2000,2007,44.02659987,-81.66286307,NA
2019,Ontario,Ripley,76,RIP8,Aug-38,2000,82,78,Enercon,E-82/2000,2007,44.04625621,-81.67059592,NA
2020,Ontario,Ripley,76,RIP9,Sep-38,2000,82,78,Enercon,E-82/2000,2007,44.05237738,-81.66580571,NA
2021,Ontario,Ripley,76,RIP10,Oct-38,2000,82,78,Enercon,E-82/2000,2007,44.05206778,-81.65596614,NA
2022,Ontario,Ripley,76,RIP11,Nov-38,2000,82,78,Enercon,E-82/2000,2007,44.04618324,-81.65736896,NA
2023,Ontario,Ripley,76,RIP12,Dec-38,2000,82,78,Enercon,E-82/2000,2007,44.04773746,-81.64781176,NA
